task_id,task_name,assigned_to,department,priority,status,created_date,due_date,estimated_hours,actual_hours,tags
3105,Enhance security for API,Grace,QA,Medium,Completed,09-08-2025,19-08-2025,11,3,api
3106,Prepare deployment scripts,Hannah,Data,High,In Progress,16-09-2025,06-10-2025,12,,"backend, dashboard, frontend"
3107,Implement search functionality,Eve,Backend,Medium,In Progress,13-06-2025,02-07-2025,6,,"feedback, dashboard"
3108,Create marketing landing page,Frank,Mobile,High,In Progress,29-08-2025,17-09-2025,13,,"feedback, optimization"
3109,Implement user authentication API,Grace,Frontend,High,Pending,12-10-2025,30-10-2025,16,,api
3110,Setup project database,Alice,QA,Medium,In Progress,21-05-2025,04-06-2025,10,,"backend, design, api"
3111,Integrate payment gateway,Frank,QA,Medium,In Progress,21-07-2025,11-08-2025,7,,optimization
3112,Setup CI/CD pipeline,Eve,QA,Medium,In Progress,16-08-2025,25-08-2025,2,,"deployment, testing"
3113,Prepare deployment scripts,Alice,DevOps,Medium,In Progress,03-07-2025,04-07-2025,9,,"setup, payment, backend"
3114,Deploy application to staging,Hannah,Mobile,Medium,In Progress,30-07-2025,20-08-2025,8,,"optimization, feedback, payment"
3115,Enhance security for API,David,DevOps,Low,In Progress,21-05-2025,07-06-2025,6,,alert
3116,Write unit tests for backend,Frank,QA,High,Completed,04-09-2025,08-09-2025,5,3,"testing, frontend"
3117,Conduct code review,Frank,QA,High,Pending,01-07-2025,08-07-2025,15,,"api, testing"
3118,Implement search functionality,David,QA,High,In Progress,30-04-2025,04-05-2025,10,,feedback
3119,Design login page,David,Backend,Low,Pending,05-07-2025,19-07-2025,5,,"db, alert, backend"
3120,Prepare deployment scripts,Frank,Backend,High,Pending,13-07-2025,02-08-2025,9,,"dashboard, design"
3121,Conduct code review,Carol,UI/UX,Low,Pending,29-05-2025,11-06-2025,10,,"frontend, payment"
3122,Optimize database queries,Alice,Mobile,Medium,In Progress,29-08-2025,17-09-2025,15,,"api, integration, feedback"
3123,Collect user feedback,Grace,UI/UX,Medium,Completed,18-07-2025,04-08-2025,1,1,"optimization, deployment"
3124,Update mobile app UI,Grace,Data,Medium,In Progress,21-07-2025,25-07-2025,2,,"deployment, db, testing"
3125,Design login page,Bob,UI/UX,High,In Progress,02-09-2025,20-09-2025,1,,"payment, alert"
3126,Integrate payment gateway,Hannah,Frontend,High,In Progress,30-09-2025,05-10-2025,13,,"deployment, alert"
3127,Setup CI/CD pipeline,Bob,Mobile,Medium,Completed,12-08-2025,22-08-2025,9,2,"feedback, payment"
3128,Create dashboard UI,Grace,Frontend,Medium,Pending,17-08-2025,25-08-2025,1,,"optimization, integration, frontend"
3129,Setup CI/CD pipeline,David,DevOps,High,Pending,30-06-2025,01-07-2025,5,,"design, feedback"
3130,Optimize database queries,Eve,DevOps,Medium,Completed,31-08-2025,04-09-2025,7,1,design
3131,Integrate payment gateway,Frank,Data,Medium,Pending,29-06-2025,02-07-2025,16,,"setup, frontend, db"
3132,Enhance security for API,Hannah,Backend,Medium,In Progress,16-05-2025,26-05-2025,6,,"payment, design"
3133,Prepare deployment scripts,Hannah,Data,Low,In Progress,04-07-2025,15-07-2025,16,,"db, optimization"
3134,Update mobile app UI,David,Backend,Medium,Pending,19-04-2025,06-05-2025,12,,integration
3135,Analyze user activity data,Eve,DevOps,Medium,Pending,26-08-2025,31-08-2025,14,,deployment
3136,Implement search functionality,Eve,Mobile,Low,In Progress,02-06-2025,05-06-2025,2,,"setup, feedback"
3137,Implement search functionality,Alice,Frontend,High,Pending,23-08-2025,12-09-2025,14,,"deployment, testing, optimization"
3138,Fix bug in login module,Bob,Data,Medium,Pending,04-06-2025,07-06-2025,15,,"integration, frontend"
3139,Create dashboard UI,Frank,UI/UX,High,In Progress,05-09-2025,16-09-2025,14,,"optimization, api"
3140,Develop notification system,Eve,QA,Medium,Pending,06-10-2025,13-10-2025,16,,"design, alert, setup"
3141,Optimize database queries,David,QA,Medium,In Progress,14-06-2025,23-06-2025,13,,"frontend, testing"
3142,Update mobile app UI,Eve,Mobile,Medium,In Progress,20-09-2025,06-10-2025,16,,"alert, frontend"
3143,Prepare deployment scripts,Bob,Data,Low,Completed,28-06-2025,17-07-2025,6,1,"api, payment, backend"
3144,Integrate payment gateway,Grace,Frontend,Low,Completed,01-10-2025,22-10-2025,1,1,"db, optimization"
3145,Improve page load performance,Frank,Data,Medium,Pending,08-09-2025,18-09-2025,5,,"frontend, integration, optimization"
3146,Conduct code review,Bob,QA,Low,In Progress,07-08-2025,26-08-2025,16,,backend
3147,Setup CI/CD pipeline,Eve,Frontend,Medium,Completed,23-04-2025,28-04-2025,3,3,"integration, payment, api"
3148,Deploy application to staging,Alice,UI/UX,Medium,Pending,27-05-2025,29-05-2025,7,,"feedback, api"
3149,Update mobile app UI,Frank,Data,Medium,In Progress,10-07-2025,29-07-2025,16,,"backend, api, optimization"
3150,Integrate payment gateway,Alice,Data,Medium,Pending,21-05-2025,29-05-2025,11,,"frontend, alert, backend"
3151,Optimize database queries,David,Data,Medium,Completed,25-04-2025,06-05-2025,7,2,"testing, integration, api"
3152,Fix bug in login module,Hannah,QA,Medium,Completed,04-05-2025,20-05-2025,3,3,alert
3153,Setup project database,Eve,DevOps,High,In Progress,20-07-2025,31-07-2025,6,,alert
3154,Collect user feedback,Hannah,QA,Medium,Pending,09-05-2025,22-05-2025,7,,"integration, api, payment"
3155,Integrate payment gateway,Grace,DevOps,Medium,Pending,06-08-2025,08-08-2025,14,,"frontend, optimization, integration"
3156,Collect user feedback,Carol,QA,Low,Pending,05-09-2025,10-09-2025,16,,optimization
3157,Implement search functionality,Frank,DevOps,Medium,Pending,23-07-2025,01-08-2025,4,,"frontend, api, integration"
3158,Implement user authentication API,David,Backend,Medium,Pending,03-10-2025,22-10-2025,11,,api
3159,Setup project database,David,Backend,Medium,Pending,13-07-2025,18-07-2025,4,,dashboard
3160,Integrate payment gateway,Grace,Frontend,Medium,In Progress,25-04-2025,13-05-2025,8,,"backend, payment, db"
3161,Create marketing landing page,David,Backend,Medium,In Progress,28-05-2025,11-06-2025,7,,"payment, deployment"
3162,Optimize database queries,Frank,UI/UX,Low,In Progress,18-09-2025,25-09-2025,1,,"setup, db, deployment"
3163,Create dashboard UI,Hannah,Data,High,In Progress,23-07-2025,26-07-2025,5,,db
3164,Conduct code review,Carol,QA,Medium,In Progress,02-10-2025,06-10-2025,3,,"alert, feedback, optimization"
3165,Design login page,Bob,Frontend,High,Completed,23-04-2025,30-04-2025,9,2,"deployment, setup"
3166,Improve page load performance,Bob,Mobile,Medium,Completed,28-04-2025,07-05-2025,1,1,"integration, frontend"
3167,Setup project database,Alice,Backend,Medium,Pending,21-08-2025,25-08-2025,14,,"feedback, alert, backend"
3168,Create marketing landing page,Hannah,Mobile,Medium,Pending,07-08-2025,27-08-2025,16,,"feedback, backend, deployment"
3169,Create marketing landing page,Carol,Data,Medium,Pending,05-06-2025,23-06-2025,5,,"deployment, dashboard"
3170,Prepare deployment scripts,Bob,Data,Medium,Pending,05-08-2025,17-08-2025,5,,setup
3171,Deploy application to staging,Frank,Mobile,Medium,In Progress,04-08-2025,17-08-2025,10,,"alert, setup"
3172,Optimize database queries,David,Data,High,In Progress,03-10-2025,13-10-2025,15,,"testing, payment, design"
3173,Implement user authentication API,Grace,DevOps,High,In Progress,29-07-2025,04-08-2025,9,,"db, dashboard"
3174,Write unit tests for backend,Eve,Frontend,High,Pending,26-07-2025,16-08-2025,5,,payment
3175,Implement user authentication API,Carol,Mobile,Medium,In Progress,19-05-2025,20-05-2025,3,,"deployment, db, feedback"
3176,Setup project database,Carol,UI/UX,Medium,In Progress,24-05-2025,05-06-2025,10,,"feedback, deployment, payment"
3177,Develop notification system,Eve,Mobile,Low,In Progress,28-07-2025,04-08-2025,11,,"backend, frontend"
3178,Develop notification system,Alice,Data,Medium,Completed,26-06-2025,17-07-2025,4,4,"testing, deployment"
3179,Create marketing landing page,Grace,UI/UX,Medium,Completed,27-07-2025,13-08-2025,9,8,dashboard
3180,Fix bug in login module,Hannah,UI/UX,Medium,In Progress,14-05-2025,28-05-2025,4,,"alert, deployment"
3181,Optimize database queries,David,QA,High,In Progress,27-04-2025,06-05-2025,7,,"frontend, design"
3182,Setup project database,Hannah,Mobile,Medium,In Progress,05-07-2025,08-07-2025,5,,"integration, design, alert"
3183,Setup CI/CD pipeline,Carol,Backend,Low,In Progress,03-10-2025,11-10-2025,10,,"deployment, alert"
3184,Design login page,David,UI/UX,Low,In Progress,28-06-2025,10-07-2025,4,,testing
3185,Implement search functionality,Grace,QA,High,Completed,25-08-2025,10-09-2025,9,1,frontend
3186,Implement user authentication API,Bob,DevOps,Low,In Progress,18-06-2025,08-07-2025,10,,deployment
3187,Conduct code review,Grace,Backend,Medium,Pending,23-04-2025,29-04-2025,13,,setup
3188,Enhance security for API,Bob,DevOps,Medium,Pending,06-06-2025,16-06-2025,15,,api
3189,Deploy application to staging,David,DevOps,Medium,In Progress,29-04-2025,03-05-2025,2,,testing
3190,Implement user authentication API,Eve,Backend,Low,In Progress,06-09-2025,23-09-2025,6,,"feedback, api, alert"
3191,Setup project database,David,Data,Low,Pending,26-06-2025,05-07-2025,4,,feedback
3192,Implement search functionality,Carol,DevOps,Medium,Pending,01-05-2025,22-05-2025,16,,design
3193,Update mobile app UI,Alice,UI/UX,Medium,In Progress,14-07-2025,27-07-2025,7,,"backend, alert"
3194,Write unit tests for backend,Alice,QA,High,Completed,27-08-2025,13-09-2025,8,7,"backend, frontend"
3195,Design login page,Bob,Backend,High,Pending,04-06-2025,11-06-2025,12,,optimization
3196,Integrate payment gateway,Bob,UI/UX,High,In Progress,29-09-2025,17-10-2025,1,,"backend, feedback, alert"
3197,Enhance security for API,Alice,Data,High,Completed,22-08-2025,11-09-2025,9,7,"alert, payment"
3198,Collect user feedback,Alice,Backend,High,In Progress,05-06-2025,20-06-2025,2,,db
3199,Prepare deployment scripts,Alice,Data,Medium,Completed,23-06-2025,08-07-2025,6,3,setup
3200,Fix bug in login module,Hannah,Frontend,Low,Pending,20-06-2025,03-07-2025,15,,"deployment, optimization"
3201,Implement user authentication API,Grace,Mobile,Low,In Progress,30-05-2025,13-06-2025,6,,"payment, api, testing"
3202,Prepare deployment scripts,Frank,DevOps,High,Pending,23-07-2025,05-08-2025,13,,backend
3203,Setup CI/CD pipeline,Carol,Backend,Medium,Pending,16-07-2025,26-07-2025,1,,feedback
3204,Conduct code review,Grace,Mobile,High,Pending,10-06-2025,27-06-2025,2,,frontend
3205,Implement search functionality,Eve,Backend,Medium,Pending,10-08-2025,29-08-2025,8,,"db, api, testing"
3206,Prepare deployment scripts,Hannah,QA,High,Pending,24-09-2025,27-09-2025,7,,"backend, payment"
3207,Integrate payment gateway,Frank,QA,High,Pending,01-06-2025,15-06-2025,6,,testing
3208,Design login page,Bob,Frontend,Medium,Pending,12-06-2025,22-06-2025,3,,"deployment, feedback, frontend"
3209,Create marketing landing page,Eve,DevOps,High,Completed,07-10-2025,21-10-2025,14,7,feedback
3210,Implement search functionality,Frank,Frontend,Medium,In Progress,04-05-2025,12-05-2025,2,,"optimization, db, integration"
3211,Create marketing landing page,Carol,UI/UX,High,Completed,19-06-2025,04-07-2025,9,2,frontend
3212,Write unit tests for backend,Eve,Data,High,Completed,29-08-2025,05-09-2025,16,16,"backend, deployment"
3213,Conduct code review,Grace,Mobile,Medium,Pending,20-05-2025,09-06-2025,4,,feedback
3214,Update mobile app UI,Frank,Backend,Medium,Completed,04-09-2025,25-09-2025,7,1,"payment, deployment, feedback"
3215,Develop notification system,Grace,DevOps,Medium,In Progress,09-06-2025,27-06-2025,14,,alert
3216,Analyze user activity data,Eve,Backend,Medium,Pending,30-04-2025,17-05-2025,11,,setup
3217,Improve page load performance,Alice,Backend,Low,Pending,11-10-2025,17-10-2025,7,,"payment, db"
3218,Develop notification system,Bob,Frontend,High,Completed,24-04-2025,28-04-2025,8,2,"testing, alert, api"
3219,Create marketing landing page,Hannah,UI/UX,Low,Pending,30-04-2025,14-05-2025,4,,integration
3220,Setup CI/CD pipeline,Grace,DevOps,Medium,Pending,25-08-2025,13-09-2025,1,,"feedback, integration"
3221,Design login page,Eve,Mobile,Low,Pending,02-08-2025,22-08-2025,6,,db
3222,Deploy application to staging,Eve,Backend,Medium,Pending,10-10-2025,11-10-2025,5,,integration
3223,Optimize database queries,Frank,Mobile,Medium,Pending,12-06-2025,25-06-2025,9,,api
3224,Write unit tests for backend,Alice,Backend,Low,Pending,23-08-2025,27-08-2025,10,,deployment
3225,Create dashboard UI,Bob,UI/UX,Medium,In Progress,17-09-2025,28-09-2025,11,,"frontend, alert"
3226,Develop notification system,Bob,Frontend,High,Pending,02-05-2025,04-05-2025,16,,"db, integration, design"
3227,Design login page,Bob,UI/UX,Medium,In Progress,19-05-2025,22-05-2025,7,,"dashboard, payment"
3228,Develop notification system,Bob,UI/UX,Medium,Completed,14-05-2025,28-05-2025,1,1,feedback
3229,Prepare deployment scripts,Bob,Data,Medium,In Progress,12-09-2025,21-09-2025,8,,"setup, dashboard"
3230,Implement search functionality,Bob,Data,High,In Progress,30-04-2025,19-05-2025,5,,integration
3231,Write unit tests for backend,David,QA,Low,Completed,12-08-2025,26-08-2025,10,8,dashboard
3232,Collect user feedback,Bob,Backend,Medium,In Progress,16-05-2025,27-05-2025,7,,"payment, db"
3233,Implement search functionality,Hannah,UI/UX,Medium,In Progress,28-08-2025,10-09-2025,4,,"testing, api, payment"
3234,Implement user authentication API,Carol,QA,Medium,Pending,09-09-2025,18-09-2025,3,,design
3235,Analyze user activity data,Bob,Data,Low,In Progress,09-10-2025,28-10-2025,14,,"feedback, design"
3236,Create dashboard UI,Grace,Frontend,High,Pending,11-06-2025,19-06-2025,2,,"integration, setup"
3237,Enhance security for API,Alice,Backend,Medium,Pending,02-09-2025,07-09-2025,3,,api
3238,Integrate payment gateway,Frank,Backend,Low,Pending,19-09-2025,21-09-2025,6,,"dashboard, design"
3239,Update mobile app UI,David,QA,Medium,Completed,03-06-2025,22-06-2025,10,2,"alert, db"
3240,Create marketing landing page,Frank,UI/UX,Medium,Pending,24-05-2025,26-05-2025,14,,"optimization, design"
3241,Optimize database queries,Frank,UI/UX,High,Pending,12-05-2025,13-05-2025,15,,dashboard
3242,Enhance security for API,Alice,QA,High,Pending,19-09-2025,30-09-2025,6,,"deployment, dashboard"
3243,Update mobile app UI,Carol,UI/UX,High,In Progress,21-09-2025,28-09-2025,10,,frontend
3244,Update mobile app UI,Eve,DevOps,Medium,Pending,01-07-2025,12-07-2025,1,,"setup, api, testing"
3245,Update mobile app UI,Frank,DevOps,Medium,Completed,30-05-2025,17-06-2025,7,3,"feedback, testing"
3246,Improve page load performance,Alice,UI/UX,Medium,In Progress,11-09-2025,18-09-2025,1,,"integration, deployment"
3247,Improve page load performance,Hannah,Frontend,High,In Progress,06-06-2025,22-06-2025,16,,testing
3248,Analyze user activity data,Hannah,Data,Medium,Completed,15-05-2025,02-06-2025,12,10,"setup, dashboard"
3249,Create marketing landing page,Bob,Data,Medium,In Progress,07-06-2025,25-06-2025,2,,payment
3250,Develop notification system,Frank,QA,High,Pending,06-06-2025,23-06-2025,1,,"frontend, db"
3251,Create marketing landing page,Grace,UI/UX,Low,Completed,23-07-2025,26-07-2025,4,2,"dashboard, alert, feedback"
3252,Create marketing landing page,Carol,Data,Medium,Pending,03-06-2025,10-06-2025,5,,"design, deployment, api"
3253,Create marketing landing page,Bob,Frontend,Medium,In Progress,02-07-2025,17-07-2025,13,,backend
3254,Fix bug in login module,David,QA,Low,Pending,24-07-2025,31-07-2025,11,,alert
3255,Fix bug in login module,Grace,Data,High,Pending,02-09-2025,13-09-2025,3,,"feedback, frontend, api"
3256,Create dashboard UI,David,QA,Medium,In Progress,24-04-2025,27-04-2025,16,,payment
3257,Setup CI/CD pipeline,Bob,DevOps,Medium,Pending,28-06-2025,29-06-2025,5,,optimization
3258,Fix bug in login module,Alice,Mobile,Medium,Pending,12-08-2025,15-08-2025,15,,"db, frontend"
3259,Improve page load performance,Alice,DevOps,Low,Completed,10-09-2025,25-09-2025,8,7,"frontend, integration"
3260,Analyze user activity data,Frank,Frontend,Low,Pending,14-08-2025,25-08-2025,3,,"api, setup"
3261,Prepare deployment scripts,Grace,UI/UX,Medium,In Progress,03-05-2025,13-05-2025,6,,"api, design"
3262,Create marketing landing page,Bob,QA,Medium,In Progress,13-10-2025,14-10-2025,8,,"feedback, api, setup"
3263,Design login page,Eve,Frontend,Low,Pending,17-05-2025,21-05-2025,2,,frontend
3264,Fix bug in login module,Eve,UI/UX,Medium,Pending,28-08-2025,01-09-2025,15,,frontend
3265,Setup CI/CD pipeline,Eve,Data,Low,In Progress,18-05-2025,04-06-2025,7,,"alert, integration"
3266,Write unit tests for backend,David,QA,High,Pending,08-05-2025,09-05-2025,7,,"frontend, dashboard, deployment"
3267,Write unit tests for backend,David,Backend,High,In Progress,09-07-2025,23-07-2025,2,,"deployment, backend"
3268,Conduct code review,Hannah,Data,Medium,Pending,22-05-2025,24-05-2025,10,,dashboard
3269,Prepare deployment scripts,Carol,Frontend,Low,In Progress,07-05-2025,10-05-2025,16,,"testing, db"
3270,Fix bug in login module,David,UI/UX,Low,In Progress,02-06-2025,06-06-2025,14,,"testing, api, alert"
3271,Write unit tests for backend,Bob,Frontend,Medium,Pending,11-06-2025,16-06-2025,2,,"backend, alert, integration"
3272,Implement search functionality,Carol,Data,Low,In Progress,12-05-2025,23-05-2025,14,,"db, alert, dashboard"
3273,Optimize database queries,Bob,DevOps,High,In Progress,17-07-2025,05-08-2025,1,,db
3274,Improve page load performance,Carol,Frontend,Medium,In Progress,24-04-2025,12-05-2025,13,,"optimization, testing"
